"EIN","NAME","DBA","FISYR","STATE","ADDRESS","CITY","ZIP","STYEAR","ENDYEAR","TAXPREP","FORMTYPE","GROSSRECEIPTS","GROUPRETURN","GROUPEXEMPTNUM","FORMYEAR","DOMICILE","WEBSITE","URL","FORMORGASSOC","FORMORGCORP","FORMORGTRUST","FORMORGOTHER","FORMORGOTHERDESC","FORMORG","ACCTACCRUAL","ACCTCASH","ACCTOTHER","ACCTMETHOD","EXEMPT4947A1","EXEMPT501C","EXEMPT501CNUM","EXEMPT501C3","EXEMPT527","EXEMPTSTATUS","MISSION","DISCOPS","VOTINGMEMBERS","INDVOTINGMEMBERS","TOTEMPLOYEE","TOTVOLUNTEERS","TOTUBI","NETUBI","CONTRIBPRIOR","CONTRIBCURRENT","PSRPRIOR","PSRCURRENT","INVINCPRIOR","INVINCCURRENT","OTHERREVPRIOR","OTHERREVCURRENT","TOTALREVPRIOR","TOTALREVCURRENT","MEMBERDUES","GROSSSALESOTHER","SALESCOSTOTHER","NETSALESOTHER","GROSSINCGAMING","GROSSINCFNDEVENTS","GAMINGEXP","FNDEVENTSEXP","EXPGAMINGFNDEVENTS","GAMINGNET","FNDEVENTSNET","NETGAMINGFNDEVENTS","GROSSSALESINV","SALESCOSTINV","NETSALESINV","GRANTSPAIDPRIOR","GRANTSPAIDCURRENT","MEMBERBENPRIOR","MEMBERBENCURRENT","SALARIESPRIOR","SALARIESCURRENT","PROFUNDFEESPRIOR","PROFUNDFEESCURRENT","TOTFUNDEXP","FEESMGMT","FEESLEGAL","FEESACCT","FEESLOBBY","FEESPROFND","FEESINVMGMT","FEESOTHER","PROFEESINDEP","OCCUPANCY","OFFICEEXP","OTHEREXPPRIOR","OTHEREXPCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","OTHERASSETSCHANGES","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","CASHINVBEGYEAR","CASHINVENDYEAR","LANDBLDEQUIPCOST","LANDBLDEQUIPDEP","LANDBEGYEAR","LANDENDYEAR","OTHERASSETSBEGYEAR","OTHERASSETSENDYEAR","TOTALPROGSERVEXP","LOBBYING","FOREIGNREV","SCHEDOPARTVI","VMGOVERNING","IVMGOVERNING","OFFICERREL","MGMTDEL","CHANGESGOVDOCS","DIVASSETS","STOCKMEMBER","MEMBERCHOOSE","GOVBODYDECISION","GOVBODYDOCU","COMMITTEEDOCU","NOTREACH","COIPOLICY","COIDISCLOSE","COIMONITOR","WBPOLICY","FILINGSTATES","PUBLICWEBSELF","PUBLICWEBOTHER","PUBLICREQUEST","PUBLICOTHER","PUBLICSHARE","ORGBOOKNAME","ORGBOOKPHONE","ORGBOOKADDRESS","ORGBOOKCITY","ORGBOOKSTATE","ORGBOOKZIP","PLEDGEGRANTBEGYEAR","PLEDGEGRANTENDYEAR","ACCTRECBEGYEAR","ACCTRECENDYEAR","LOANSFROMOFFBEGYEAR","LOANSFROMOFFENDYEAR","LOANSDQPBEGYEAR","LOANSDQPENDYEAR","LOANSNOTESBEGYEAR","LOANSNOTESENDYEAR","INVENTORYBEGYEAR","INVENTORYENDYEAR","PREEXPBEGYEAR","PREEXPENDYEAR","INVESTPUBBEGYEAR","INVESTPUBENDYEAR","INVESTOTHBEGYEAR","INVESTOTHENDYEAR","INVESTPRGBEGYEAR","INVESTPRGENDYEAR","INTANASSETSBEGYEAR","INTANASSETSENDYEAR","TABALSHEETBEGYEAR","TABALSHEETENDYEAR","ACCTPAYBEGYEAR","ACCTPAYENDYEAR","GRANTSPAYBEGYEAR","GRANTSPAYENDYEAR","DEFREVBEGYEAR","DEFREVENDYEAR","BONDBEGYEAR","BONDENDYEAR","ESCROWBEGYEAR","ESCROWENDYEAR","LOANSTOOFFBEGYEAR","LOANSTOOFFENDYEAR","MORTGAGEBEGYEAR","MORTGAGEENDYEAR","UNSECNOTESBEGYEAR","UNSECNOTESENDYEAR","OTHERLIABBEGYEAR","OTHERLIABENDYEAR","TLBALSHEETBEGYEAR","TLBALSHEETENDYEAR","ORGSFAS117","ORGNOTSFAS117","URESTNABEGYEAR","URESTNAENDYEAR","TRESTNABEGYEAR","TRESTNAENDYEAR","PRESTNABEGYEAR","PRESTNAENDYEAR","STOCKBEGYEAR","STOCKENDYEAR","SURPLUSBEGYEAR","SURPLUSENDYEAR","EARNINGSBEGYEAR","EARNINGSENDYEAR","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","SCHEDA","SCHEDB","SCHEDC","SCHEDD","SCHEDE","SCHEDF","SCHEDG","SCHEDH","SCHEDI","SCHEDJ","SCHEDK","SCHEDL","SCHEDM","SCHEDN","SCHEDO","SCHEDR","LOBPOFILING","LOBPOAFFIL","LOBLBFILING","LOBLBAFFIL","TOTLOBEXPFILING","TOTLOBEXPAFFIL","OTHEREXEMPTFILING","OTHEREXEMPTAFFIL","TOTEXEMPTFILING","TOTEXEMPTAFFIL","LOBNTFILING","LOBNTAFFIL","zip5","Fips","NteeFinal","LONGITUDE","LATITUDE","censusTract","block","NAICS","OrgType","lon","lat"
381598954,"REST HAVEN HOMES INC CO TERRY CARRICK",NA,2013,"MI","1424 UNION NE","GRAND RAPIDS",495055197,"7/1/2013","6/30/2014","SHARON L ALLEN","990",3319285,"0",NA,1943,"MI","WWW.RESTHAVENHOMES.ORG","https://s3.amazonaws.com/irs-form-990/201432519349300538_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","OPERATION OF A HOME FOR THE ELDERLY WITH THE OBJECT OF PROVIDING HOMES AND NECESSARY CARE FOR PERSONS UNABLE TO SUPPORT OR CARE FOR THEMSELVES.",NA,7,7,123,104,0,0,335159,438359,2599802,2791486,-540,-1061,93390,85660,3027811,3314444,0,3777,4841,-1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016456,1979139,0,0,0,0,0,0,0,0,0,0,0,0,0,861335,862891,2877791,2842030,150020,472414,3574909,4008971,317712,279360,3257197,NA,3729611,298886,789858,0,0,298886,789858,6450555,3307131,3218678,3143424,1875,1875,2531861,"0","0","X",7,7,"1","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,","TERRY RUTH CARRICK",6163636819,NA,NA,NA,NA,0,0,12406,14940,0,0,0,0,0,0,0,0,38099,53909,0,0,4965,4965,0,4965,0,0,3574909,4008971,218684,209366,0,0,89998,69994,0,0,0,0,9030,0,0,0,0,0,0,0,317712,279360,"X",NA,3257197,3729611,0,0,0,0,0,0,0,0,0,0,3257197,3729611,3574909,4008971,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49505,26081,"E91",-85.6547,42.9899,26081001000,NA,623110,"PC",-85.6538324,42.9895684
381613981,"RBC MINISTRIES",NA,2013,"MI","PO BOX 2222","GRAND RAPIDS",49501,"4/1/2013","3/31/2014",NA,"990",42396836,"FALSE",NA,1942,"MI","rbc.org","https://s3.amazonaws.com/irs-form-990/201423379349300502_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","RBC MINISTRIES' MOST SIGNIFICANT ACTIVITIES INCLUDE TV AND RADIO BROADCASTING OF RELIGIOUS PROGRAMS, PUBLICATION OF DEVOTIONAL BOOKLETS, AND INTERNET MINISTRY",NA,10,9,312,140,49690,0,40854376,40345275,136573,188221,17548,21444,1490237,1809658,42498734,42364598,0,13344,16080,13976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15212956,15698679,0,0,1480992,0,89956,0,0,0,0,0,89956,163229,0,26044349,26001078,41257305,41699757,1241429,664841,11179503,12226688,2970674,3356402,8208829,NA,8870286,853193,1548578,125916,136330,979109,1684908,29268490,22764678,6904780,6503812,1636000,2030063,33485380,"FALSE","FALSE","X",10,9,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","MI",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,","DANIEL FERWERDA",6169742702,NA,NA,NA,NA,0,0,735932,1391404,120769,120769,0,0,0,0,588418,369952,139476,92150,75019,33630,0,0,0,0,0,0,11179503,12226688,1608234,2424061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362440,932341,2970674,3356402,"X",NA,8208829,8870286,0,0,0,0,0,0,0,0,0,0,8208829,8870286,11179503,12226688,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49512,26081,"X84",-85.529376,42.904458,26081012203,2.61e+14,511100,"PC",-85.6736663,42.9713293
381614337,"WESTERN DISTRICTS MEMBERS",NA,2013,"MI","201 36TH STREET SE","GRAND RAPIDS",495482213,"1/1/2013","12/31/2013","MILES V SCHMIDT CPA","990",1769649,"FALSE",NA,NA,"MI","WWW.WDMCU.ORG","https://s3.amazonaws.com/irs-form-990/201431339349304368_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,"501c",14,NA,NA,"501c14","ORGANIZED AND OPERATED WITHOUT PROFIT FOR THE PURPOSE OF PROMOTING THRIFT, PROVIDING CREDIT AT REASONABLE RATES, AND PROVIDING OTHER FINANCIAL SERVICES TO ITS MEMBERS.",NA,9,9,11,NA,0,0,0,0,412192,539318,1379771,1230331,0,0,1791963,1769649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810884,834076,0,0,0,0,0,0,0,0,0,171585,171585,123933,209384,764785,790464,1575669,1624540,216294,145109,37018507,36250028,30289352,29813985,6729155,NA,6436043,2245930,3166858,0,0,2245930,3166858,243736,0,277006,243736,268563,285701,0,NA,"FALSE","X",9,9,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","",NA,NA,"Upon Request",NA,",,Upon Request,","DAVID T KEIM",6162412516,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12768204,13078993,0,0,0,0,20468159,18775774,990645,698966,0,698966,0,0,37018507,36250028,250192,104496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30039160,29709489,30289352,29813985,NA,"X",0,0,0,0,0,0,0,0,0,0,6729155,6436043,6729155,6436043,37018507,36250028,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49548,26081,"W61",-85.6612,42.8985,26081014200,2.61e+14,522130,"OT",-85.660467,42.8990794
381629407,"MEIJER CREDIT UNION",NA,2013,"MI","PO BOX 141607","Grand Rapids",495141607,"1/1/2013","12/31/2013","MICHAEL A RYBICKI","990",4839646,"FALSE",NA,1958,"MI","WWW.MEIJERCREDITUNION.COM","https://s3.amazonaws.com/irs-form-990/201433289349300708_public.xml",NA,NA,NA,NA,"CREDIT UNION","CREDIT UNION","Accrual",NA,NA,"Accrual",NA,"501c",14,NA,NA,"501c14","PROVIDE FINANCIAL SERVICES TO MEMBERS WITH A COMMON BOND.",NA,7,7,27,10,29554,14769,0,0,2735929,2494611,309376,331687,0,1200,3045305,2827498,0,320,0,9177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865734,908206,0,0,0,0,4883,24512,0,0,0,692202,721597,93835,192208,1720373,1745531,2586107,2653737,459198,173761,56658971,55785596,50657602,49931408,6001369,NA,5854188,431838,428989,2523132,2802628,2954970,3231617,1926957,1341171,391121,585786,1010213,1052214,0,NA,"FALSE","X",7,7,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","",NA,NA,"Upon Request",NA,",,Upon Request,","CATHY ELLIS",6167844822,NA,NA,NA,NA,0,0,1938,2930,0,0,0,0,31225787,29703739,0,0,41753,77456,10632121,11328354,10401068,9803500,0,9803500,0,0,56658971,55785596,355022,625213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50302580,49306195,50657602,49931408,NA,"X",0,0,0,0,0,0,0,0,0,0,6001369,5854188,6001369,5854188,56658971,55785596,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49544,26081,"W61",-85.5503,43.0314,26081011302,2.61e+14,522130,"OT",-85.6608081,42.8468508
381651383,"PILGRIM MANOR INC",NA,2013,"MI","2000 LEONARD NE","GRAND RAPIDS",49505,"1/1/2013","12/31/2013","CAROL LALONDE CPA","990",8251430,"0",NA,1963,"MI","WWW.PILGRIMMANOR.ORG","https://s3.amazonaws.com/irs-form-990/201402839349300745_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","PILGRIM MANOR OPERATES A RETIREMENT HOME WITH SECTIONS FOR INDEPENDENT RESIDENTS, ASSISTED LIVING, AND NURSING CARE.",NA,10,10,243,38,0,0,471090,217924,7479192,8031924,7465,1582,0,0,7957747,8251430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428409,4646324,0,0,0,0,28617,46000,0,0,0,729714,804331,314822,100491,3257130,3218200,7685539,7864524,272208,386906,8240548,7955559,3909199,3398560,4331349,NA,4556999,0,0,395183,580186,395183,580186,11586806,7593287,4193244,3993519,196201,169757,6521866,"0","0","X",10,10,"0","0","0","0","1","1","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164581133,NA,NA,NA,NA,71643,19960,702735,689066,0,0,0,0,0,0,0,0,204311,187096,0,0,2477231,2315975,0,2315975,0,0,8240548,7955559,402517,515943,0,0,0,0,2104167,1979167,0,0,0,0,0,0,0,0,1402515,903450,3909199,3398560,"X",NA,3279556,3564568,737685,640033,314108,352398,0,0,0,0,0,0,4331349,4556999,8240548,7955559,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49505,26081,"P74",-85.6203,42.9844,26081001102,2.61e+14,623110,"PC",-85.6200706,42.9833501
381653492,"Bissell Employees Credit Union",NA,2013,"MI","2345 Walker Avenue NW","Grand Rapids",49544,"1/1/2013","12/31/2013","Robin Rivers","990",510371,"FALSE",NA,1960,"MI","www.bissellcu.com","https://s3.amazonaws.com/irs-form-990/201440609349300719_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,"501c",14,NA,NA,"501c14","Provide financial services and products to members.",NA,10,10,5,16,4354,-663,0,0,449782,443300,77615,62717,4741,4354,532138,510371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212184,212185,0,0,0,0,0,14475,0,0,0,0,14475,0,7002,284713,276894,496897,489079,35241,21292,9491742,8218674,7867803,6573443,1623939,NA,1645231,88405,129118,3464237,1361231,3552642,1490349,6375,0,4669,6375,207672,195835,0,"FALSE","FALSE","X",10,10,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","",NA,NA,"Upon Request",NA,",,Upon Request,","Evelyn Cavner",6167910631,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4292970,4962478,0,0,18589,12437,0,0,1415200,1551200,0,1551200,0,0,9491742,8218674,45979,-45172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7821824,6618615,7867803,6573443,NA,"X",0,0,0,0,0,0,0,0,0,0,1623939,1645231,1623939,1645231,9491742,8218674,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49544,26081,"W61",-85.7212,43.0069,26081011600,2.61e+14,522130,"OT",-85.7241716,43.0072111
381675000,"Children's Bible Hour",NA,2013,"MI","2060 43rd Street SE","Grand Rapids",49508,"10/1/2013","9/30/2014","JAMES H QUIST CPA","990",1499550,"FALSE",NA,1942,"MI","www.keysforkids.org","https://s3.amazonaws.com/irs-form-990/201532269349304568_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","Keys for Kids Ministries is an international Christian ministry based on the Gospel of Jesus Christ, producing and distributing excellent media resources to evangelize and disciple kids and their families, because kids need Christ!","X",6,6,16,5,0,0,716152,720005,0,46332,18173,-250649,349580,39984,1083905,555672,0,626420,877636,-251216,0,0,0,0,0,0,0,0,106226,66242,39984,402,602,402,0,474361,531926,0,0,92410,0,0,18950,0,0,0,1632,20582,66679,79772,475288,551827,950051,1084355,133854,-528683,1357133,856943,35075,63568,1322058,NA,793375,83990,17994,190381,222043,274371,240037,644113,121084,947609,523029,0,0,733183,"FALSE","FALSE","X",6,6,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,","TERRE RITCHIE",6166474500,NA,NA,NA,NA,0,0,7080,2823,0,0,0,0,0,0,102530,90875,25543,179,0,0,0,0,0,0,0,0,1357133,856943,35075,63568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35075,63568,"X",NA,1274691,755198,47367,38177,0,0,0,0,0,0,0,0,1322058,793375,1357133,856943,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49508,26081,"X80",-85.613825,42.885853,26081004500,2.61e+14,510000,"PC",-85.6144157,42.8852673
381676540,"PINE REST FOUNDATION",NA,2013,"MI","PO Box 165","Grand Rapids",495010165,"7/1/2013","6/30/2014",NA,"990",22266152,"0",NA,1960,"MI","www.pinerest.org","https://s3.amazonaws.com/irs-form-990/201510449349301156_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","The Pine Rest Foundation was organized to raise funds by means of memberships and gifts, to manage investment assets in an effort to increase available funds, and to provide grants that support the services and mission of Pine Rest Christian Mental Health Services which is to express the healing ministry of Jesus Christ by providing behavioral health care with professional excellence, Christian integrity and compassion.",NA,14,12,0,12,0,0,384888,402915,0,0,2596356,3597342,0,-105280,2981244,3894977,12038,0,0,1347215,0,57550,0,162830,162830,0,-105280,-105280,0,0,0,934041,960000,934041,0,0,0,0,0,0,3120,1080,6700,0,0,135329,0,146229,0,23681,339919,172918,1273960,1132918,1707284,2762059,22021331,24758616,71607,46833,21949724,NA,24711783,210225,136526,0,0,210225,136526,0,0,0,0,0,0,960000,"0","0","X",14,12,"0","0","0","0","1","0","1","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164555000,NA,NA,NA,NA,17300,23800,0,2500,0,0,0,0,0,0,0,0,0,0,21793806,24595790,0,0,0,0,0,0,22021331,24758616,71607,46833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71607,46833,"X",NA,18243851,21005910,0,0,3705873,3705873,0,0,0,0,0,0,21949724,24711783,22021331,24758616,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"P46",-85.6291,42.9842,26081001101,2.61e+14,624190,"PC",-85.6608081,42.8468508
381708140,"World Renew",NA,2013,"MI","1700 28th Street","Grand Rapids",495081407,"7/1/2013","6/30/2014","JEFFREY VIKSTROM","990",11838778,"FALSE",NA,1963,"MI","http://worldrenew.net","https://s3.amazonaws.com/irs-form-990/201413179349300406_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","World Renew's mission is to engage God's people in redeeming resources and developing gifts in collaborative acts of mercy, justice, and compassion. This work, which is focused on relief and community development, is accomplished through partnership with other non-government organizations.",NA,7,7,50,2800,0,0,11202736,11645954,0,0,154035,182730,-30251,-57464,11326520,11771220,0,3487,0,3487,0,0,0,0,0,0,0,0,0,0,0,2858163,3035852,2858163,0,3358987,3552043,0,0,1198435,130104,500,19073,0,0,0,0,149677,222721,101581,4002531,3388391,10219681,9976286,1106839,1794934,12409889,14775047,1081842,939217,11328047,NA,13835830,3762236,2841664,0,0,3762236,2841664,976306,634128,366520,342178,0,0,8339876,"FALSE","TRUE","X",7,7,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","",NA,NA,"Upon Request",NA,",,Upon Request,","JEFFREY VIKSTROM",6162240773,NA,NA,NA,NA,75625,90141,2833670,4206629,0,0,0,0,0,0,0,0,538583,598573,4797970,6660214,35285,35648,0,35648,0,0,12409889,14775047,1079107,937332,0,0,2735,1885,0,0,0,0,0,0,0,0,0,0,0,0,1081842,939217,"X",NA,9597225,12344940,1707431,1467499,23391,23391,0,0,0,0,0,0,11328047,13835830,12409889,14775047,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49508,26081,"Q33",-85.6255,42.9126,26081004500,2.61e+14,813311,"PC",-85.6249517,42.9113063
381713340,"AU SABLE INSTITUTE OF ENVIRONMENTAL STUDIES",NA,2013,"MI","3770 LAKE DRIVE SE","GRAND RAPIDS",49546,"10/1/2013","9/30/2014","HEIDI WENDEL CPA","990",2016315,"0",NA,1961,"MI","WWW.AUSABLE.ORG","https://s3.amazonaws.com/irs-form-990/201511319349302191_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","PROVIDES COURSES AND PROGRAMS IN ENVIRONMENTAL STEWARDSHIP FOR STUDENTS OF EVANGELICAL CHRISTIAN COLLEGES AND UNIVERSITIES; FOSTERS ACADEMICAL LEADERSHIP FOR CHRISTIAN ENVIRONMENTAL STEWARDSHIP THROUGH FORUMS AND GRADUATE STUDENT FELLOWSHIPS.",NA,10,10,43,45,0,0,190322,243258,538737,482104,-32816,178147,308006,371008,1004249,1274517,0,0,0,178068,0,0,0,0,0,0,0,0,0,0,0,103100,113500,103100,0,584937,620009,0,0,47689,0,15110,15815,0,0,0,6292,37217,43585,67156,446885,443564,1134922,1177073,-130673,97444,4833613,5016190,42129,47925,4791484,NA,4968265,125044,203045,0,0,125044,203045,3956349,2169536,1790649,1786813,0,0,935772,"0","0","X",10,10,"0","0","0","0","0","0","0","1","1","0","1","1","1","0","MI",NA,NA,"Upon Request",NA,",,Upon Request,","DR DAVID MAHAN ASSOCIATE DIRECTOR",2315878686,NA,NA,NA,NA,0,0,8940,500,0,0,0,0,0,0,0,0,7330,2257,2901650,3023575,0,0,0,0,0,0,4833613,5016190,33129,15681,0,0,0,10500,0,0,0,0,9000,6000,0,0,0,0,0,15744,42129,47925,"X",NA,4767035,4949463,24449,18802,0,0,0,0,0,0,0,0,4791484,4968265,4833613,5016190,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49546,26081,"C60",-85.5761,42.9377,26081012605,2.61e+14,712190,"PC",-85.575624,42.937136
381779602,"SAINT MARY'S FOUNDATION",NA,2013,"MI","200 JEFFERSON AVE SE","GRAND RAPIDS",49503,"7/1/2013","6/30/2014",NA,"990",2396322,"0",NA,1964,"MI","WWW.MERCYHEALTHSAINTMARYS.COM","https://s3.amazonaws.com/irs-form-990/201511349349302436_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","SUPPORT MERCY HEALTH SAINT MARY'S",NA,28,22,0,28,0,0,1185729,1457139,0,0,762343,828726,-41806,-177312,1906266,2108553,0,0,0,552404,45900,64520,18738,269031,287769,27162,-204511,-177349,0,0,0,861604,926878,861604,0,486096,414518,0,0,365220,0,0,0,0,0,27294,130533,157827,0,14862,206819,285714,1554519,1627110,351747,481443,18093117,19611331,984505,462894,17108612,NA,19148437,202699,329801,0,0,202699,329801,0,0,0,0,0,0,926878,"0","0","X",28,22,"0","0","0","0","1","1","1","1","1","0","1","1","1","1","",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6166856342,NA,NA,NA,NA,1699023,1168689,12228,15601,0,0,0,0,0,0,0,0,0,0,8506373,9855486,7672794,8241754,0,8241754,0,0,18093117,19611331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984505,462894,984505,462894,"X",NA,7968050,9798394,7930909,8056963,1209653,1293080,0,0,0,0,0,0,17108612,19148437,18093117,19611331,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"H12",-85.6641,42.9595,26081002000,2.61e+14,813219,"PC",-85.6623188,42.9581324
